filename	predicted	ground_truth
common_voice_en_41282647_resampled.wav	This means that their students come first	This means that their students come first.
common_voice_en_41282648_resampled.wav	The crossings were protected by gates and tilting targets	The crossings were protected by gates and tilting targets.
common_voice_en_41282674_resampled.wav	Medications such as baclofin tisonidine and dentroline have been used	Medications such as baclofen, tizanidine, and dantrolene have been used.
common_voice_en_41282675_resampled.wav	Accompanying voices may answer either simultaneously or successively	Accompanying voices may enter either simultaneously or successively.
common_voice_en_41282676_resampled.wav	Theu found the film promising enough to hope for more efforts from the film makers	The found the film promising enough to hope for more efforts from the filmmakers.
common_voice_en_41282677_resampled.wav	Rules were included for the effects of fortresses	Rules were included for the effects of fortresses.
common_voice_en_41282678_resampled.wav	The cab of the locomotive was crushed and the driver was killed	The cab of the locomotive was crushed and the driver was killed.
common_voice_en_41282679_resampled.wav	He is the base guitars for the band incubus	He is the bass guitarist for the band incubus.
common_voice_en_41282680_resampled.wav	He was a devoted teacher and his patience was tireless	He was a devoted teacher, and his patience was tireless.
common_voice_en_41282681_resampled.wav	Critics charge that the use of biomedical communicators en courages commercial bias	Critics charge that the use of biomedical communicators encourages commercial bias.
common_voice_en_41282682_resampled.wav	Very close by is cornhill on which the former prison stands	Very close by is cornhill, on which the former prison stands.
common_voice_en_41282683_resampled.wav	Rich at last	Rich at last!
common_voice_en_41283121_resampled.wav	The parliament discurrently precided by christos thocorigis	The parliament is currently presided by christos doulkeridis.
common_voice_en_41283122_resampled.wav	While it still houses a team of super heroes is membership is younger than before	While it still houses a team of superheroes, its membership is younger than before.
common_voice_en_41283123_resampled.wav	The country's south western border with cansas is formed by the masuri river	The county's southwestern border with kansas is formed by the missouri river.
common_voice_en_41283124_resampled.wav	It is the second southernmost public bridge in pudhapest	It is the second southernmost public bridge in budapest.
common_voice_en_41283125_resampled.wav	Griscomn embraced the new technologies in her professional and personal lives	Griscom embraced new technologies in her professional and personal lives.
common_voice_en_41283863_resampled.wav	Koaudinata for the future of afganistan	Coordinator for the future of afghanistan.
common_voice_en_41283864_resampled.wav	The sulgan had begun investigating immediately	The sergeant had begun investigating immediately.
common_voice_en_41283865_resampled.wav	She currently recites in singapoul	She currently resides in singapore.
common_voice_en_41283867_resampled.wav	The male eat men while the female eat woman	The male eats men while the female eats women.
common_voice_en_41283868_resampled.wav	Ouransi is considered by many to be the house of the sanctuary	Ourasi is considered by many to be the horse of the century.
common_voice_en_41284138_resampled.wav	The fairy had combined hend and stream steering gear contolling barlansd bruders	The ferry had combined hand and steam steering gear controlling balanced rudders.
common_voice_en_41284139_resampled.wav	The building stends next to the grace building	The building stands next to the grace building.
common_voice_en_41284141_resampled.wav	Stratton grag was the principal grange of farmar of lisar abbey	Stoughton grange was the principal grange or farm of leicester abbey.
common_voice_en_41284142_resampled.wav	The nearest towns are de theamen go down	The nearest towns are radium and golden.
common_voice_en_41284526_resampled.wav	Nearby start forth hasseying offender's institution	Nearby startforth has a young offenders' institution.
common_voice_en_41284528_resampled.wav	In the camp he meets the austrian poyd welter agypts which are so indiand	In the camp he meets the austrian poet walther eidlitz, who is also interned.
common_voice_en_41284530_resampled.wav	Four were bandelist cluse to you albon's and live albo	The four-member band released two studio albums and a live album.
common_voice_en_41284531_resampled.wav	He hill turns out to be an accomplished haggar	He also turns out to be an accomplished hacker.
common_voice_en_41284532_resampled.wav	This process acted  in that diction of harmful batotians	This process assists in the destruction of harmful pathogens.
common_voice_en_41288813_resampled.wav	The mouffy brothers themselves however made far more money as machance than as miners	The murphy brothers themselves, however, made far more money as merchants than as miners.
common_voice_en_41288814_resampled.wav	Treck alsde croach arie	Check out the crotch area.
common_voice_en_41288815_resampled.wav	Unhark you heats clive	And hark you, heathcliff!
common_voice_en_41288816_resampled.wav	Some dots do fon dresars walk in scenes	Some door to door fundraisers work in teams.
common_voice_en_41288817_resampled.wav	These rads are coming from the celaine	These rats are coming from the ceiling!
common_voice_en_41288818_resampled.wav	Julie garlond loved this song and wanted to include it in the mouvie	Judy garland loved the song and wanted to include it in the movie.
common_voice_en_41288819_resampled.wav	He was boundefollowing mont	He was born the following month.
common_voice_en_41288820_resampled.wav	He married amelia chambase daughter of descort otto and naturalist robert chambas	He married amelia chambers, daughter of the scot author and naturalist robert chambers.
common_voice_en_41288821_resampled.wav	Duzing is being that is aware of and interested in its own being	Dasein is being that is aware of, and interested in, its own being.
common_voice_en_41288822_resampled.wav	Its bruise in wet ereas	It grows in wet areas.
common_voice_en_41288836_resampled.wav	The visual ends withs lipper unhaddied staring off at the planet	The visual ends with lipa and hadid starring off at the planet.
